b_number	gene_name	ppi_degree	ppi_betweenness	ppi_eigen	met_degree	met_betweenness	met_eigen	fba_dep_full	fba_dep_ltee	ppi_degree_norm	ppi_eigen_norm	ppi_betweenness_norm	met_degree_norm	met_eigen_norm	fba_dep_ltee_norm	composite_integration	ppi_composite	met_composite
b4067	actP	29	0.000460277988515401	0.00012389452109606418	42	0.0002498776224271238	0.003505977485268211	0.0	0.0	0.05576923076923077	0.0016858260374457146	0.008177567119395657	0.08016032064128255	0.0603042539702823	0.0	0.03958392628364827	0.028727528403338243	0.07023228730578243
b0446	cof	9	3.361096917184772e-05	5.083783281025231e-05	205	0.0003778690351003591	0.026164912489488587	0.0	8.815134432692587e-15	0.01730769230769231	0.0006917476372694739	0.0005971520759384005	0.406813627254509	0.4567249654556105	8.815134432692587e-15	0.176307606531018	0.00899971997248089	0.43176929635505973
b1623	add	44	0.00025859373276330045	0.00014572435159987046	209	0.0005832827697123367	0.027078118510445007	0.0	8.815134432692587e-15	0.08461538461538462	0.001982863358634508	0.004594327035163438	0.41482965931863724	0.4727016113347219	8.815134432692587e-15	0.19482590372547742	0.043299123987009566	0.44376563532667956
b1096	pabC	46	0.0002495159084315887	0.000192119692241947	177	0.0007174066890458079	0.019471046099685557	1.0	0.9999999999985306	0.08846153846153847	0.0026141622456121714	0.004433045115056646	0.3507014028056112	0.339614992001907	0.9999999999985306	0.3562784191026399	0.04553785035357532	0.3451581974037591
b3739	atpI	15	8.476296523039598e-05	6.816327575685378e-05	306	0.0011155723529723215	0.04058944348908823	0.0	2.3733054241864654e-15	0.028846153846153848	0.0009274940009606834	0.0015059482632360777	0.6092184368737474	0.7090838181836144	2.3733054241864654e-15	0.2696151805808958	0.014886823923557266	0.659151127528681
b3732	atpD	178	0.0012191847151940933	0.0017062914972328042	354	0.0018315079161518835	0.04936588413925108	0.5918670499221673	0.5903004379029576	0.3423076923076923	0.0232174159765865	0.021660746523201116	0.7054108216432865	0.8626286712933611	0.5903004379029576	0.5047730078247767	0.1827625541421394	0.7840197464683238
b3737	atpE	123	0.0007583238937145917	0.0007511681719070885	379	0.0016140416100197405	0.05478037424452199	0.59186704992216	0.5903004379029644	0.23653846153846156	0.010221104625922774	0.013472824453531384	0.7555110220440882	0.95735580738612	0.5903004379029644	0.5099853666995113	0.12337978308219216	0.856433414715104
b3733	atpG	196	0.00353719490607617	0.0015783025583138892	339	0.001463973095492515	0.04720610569501629	0.59186704992216	0.5903004379029644	0.3769230769230769	0.02147587741761135	0.0628438671423768	0.6753507014028055	0.8248430954331204	0.5903004379029644	0.49777863781591575	0.19919947717034414	0.750096898417963
b3734	atpA	208	0.0023074607445355225	0.0017423547152008655	339	0.0014638815898935622	0.047017927580403705	0.59186704992216	0.5903004379029644	0.4	0.02370812623000843	0.040995693004290894	0.6753507014028055	0.8215508973634938	0.5903004379029644	0.5021820325798544	0.21185406311500424	0.7484507993831497
b3738	atpB	123	0.0005884478445117869	0.0007565295912387084	328	0.001883459706777377	0.044308636354995684	0.59186704992216	0.5903004379029644	0.23653846153846156	0.010294057168351196	0.010454707513344022	0.6533066132264529	0.7741515312857341	0.5903004379029644	0.4529182202243929	0.12341625935340637	0.7137290722560935
b1009	rutD	21	0.00012376166128878172	3.950426540105824e-05	191	0.0005173268824414791	0.022764115350629468	0.0	1.446586163313655e-14	0.04038461538461539	0.0005375323994483359	0.0021988218364760227	0.3787575150300601	0.39722762274498885	1.446586163313655e-14	0.16338145711182542	0.02046107389203186	0.3879925688875245
b1812	pabB	44	0.00026292171248942065	0.000157721171808871	201	0.0013488726780133316	0.02460403324869753	1.0	0.9999999999985306	0.08461538461538462	0.0021461034413755883	0.004671220446503588	0.3987975951903807	0.42941720103235664	0.9999999999985306	0.3829952568556056	0.0433807440283801	0.41410739811136865
b0180	fabZ	85	0.00027227860711580645	0.00046825273993261664	104	0.00018380402070400912	0.014068058256914656	1.0	1.0	0.16346153846153846	0.0063714896679864476	0.0048374604921837695	0.20440881763527052	0.2450890893335386	1.0	0.3238661870196668	0.08491651406476246	0.22474895348440455
b3360	pabA	35	0.00044734108285523073	6.92037143134624e-05	64	9.590658365957259e-05	0.006610974313247611	1.0	1.0	0.06730769230769232	0.000941651192042065	0.007947722510283327	0.12424849699398796	0.11462653573145161	1.0	0.2614248752450348	0.03412467174986719	0.11943751636271979
b3731	atpC	119	0.0008469951115682277	0.0011750792404153251	311	0.0016811071215097795	0.042105709774909086	0.5918670499221649	0.5903004379029528	0.22884615384615387	0.015989239572733766	0.015048209011666515	0.6192384769539078	0.735611073754733	0.5903004379029528	0.4379970764060962	0.12241769670944382	0.6774247753543203
b3736	atpF	117	0.00045436543074965516	0.000764864768464493	346	0.0018609398304992976	0.045702712564282356	0.5918670499221631	0.5903004379029746	0.225	0.01040747347336324	0.00807252117067966	0.68937875751503	0.7985410572121406	0.5903004379029746	0.46272554522070164	0.11770373673668162	0.7439599073635853
b0954	fabA	49	0.0002491922092420477	0.00019193266755839625	101	0.00018708056974592124	0.012715312511967109	0.0	1.3561745281065515e-14	0.09423076923076923	0.0026116174108738346	0.004427294086515169	0.19839679358717432	0.22142264470271303	1.3561745281065515e-14	0.1033323649863088	0.04842119332082153	0.20990971914494366
b3665	adeD	33	0.00020576663175561678	5.853209988702067e-05	196	0.0006856929223537348	0.022506913479256555	0.0	3.616465408284138e-15	0.06346153846153846	0.0007964431126006223	0.003655769956631814	0.3887775551102204	0.3927278459979345	3.616465408284138e-15	0.16915267653645952	0.03212899078706954	0.3907527005540774
b0347	mhpA	22	0.00027639148750911854	0.0008603855132892839	256	0.0008129331591892086	0.032608649744392336	0.0	3.616465408284138e-15	0.04230769230769231	0.011707219074034164	0.004910532323358748	0.5090180360721442	0.5694589005120322	3.616465408284138e-15	0.22649836959318126	0.027007455690863238	0.5392384682920882
b3654	xanP	36	0.000152376724563588	6.335164891941622e-05	193	0.0009699783345133289	0.02446768027810409	0.0	3.616465408284138e-15	0.06923076923076923	0.0008620224552194851	0.0027072137352723135	0.3827655310621242	0.42703168990371265	3.616465408284138e-15	0.17597800253036583	0.03504639584299436	0.4048986104829184
b0312	betB	12	0.00014470224544532465	0.0012325964020682516	265	0.0007392615588137524	0.03508614185238811	0.0	3.616465408284138e-15	0.023076923076923078	0.01677187247576016	0.0025708644644796283	0.5270541082164328	0.6128029139869834	3.616465408284138e-15	0.2359411635512206	0.01992439777634162	0.5699285111017081
